in out weight
38 77 0.0222222222222
4 53 0.037037037037
8 48 0.0222222222222
7 40 0.0222222222222
53 85 0.037037037037
36 51 0.0222222222222
44 51 0.0222222222222
56 86 0.0222222222222
19 74 0.037037037037
27 62 0.0222222222222
52 65 0.037037037037
0 56 0.0222222222222
20 43 0.0222222222222
28 59 0.0222222222222
32 62 0.0222222222222
40 46 0.0222222222222
8 55 0.0222222222222
7 33 0.0222222222222
63 68 0.037037037037
72 84 0.037037037037
29 60 0.0222222222222
13 28 0.0222222222222
20 50 0.0222222222222
45 86 0.0222222222222
28 50 0.0222222222222
14 69 0.0222222222222
8 62 0.0222222222222
7 30 0.0222222222222
63 77 0.037037037037
29 45 0.0222222222222
33 42 0.0222222222222
45 62 0.0222222222222
8 86 0.0222222222222
32 76 0.0222222222222
14 76 0.0222222222222
53 63 0.037037037037
1 41 0.0222222222222
8 37 0.0222222222222
63 74 0.037037037037
48 76 0.0222222222222
29 38 0.0222222222222
33 35 0.0222222222222
36 40 0.0222222222222
12 49 0.037037037037
37 55 0.0222222222222
76 86 0.0222222222222
41 76 0.0222222222222
45 55 0.0222222222222
13 14 0.0222222222222
0 13 0.0222222222222
3 8 0.0222222222222
1 34 0.0222222222222
21 47 0.0625
8 44 0.0222222222222
33 36 0.0222222222222
26 77 0.037037037037
17 51 0.0222222222222
37 48 0.0222222222222
76 77 0.0222222222222
42 77 0.0592592592593
45 48 0.0222222222222
66 87 0.0625
49 53 0.037037037037
28 31 0.0222222222222
33 76 0.0222222222222
1 59 0.0222222222222
57 70 0.037037037037
29 56 0.0222222222222
41 45 0.0222222222222
26 84 0.037037037037
9 52 0.037037037037
77 82 0.0222222222222
42 52 0.037037037037
6 86 0.0222222222222
67 68 0.037037037037
0 27 0.0222222222222
33 69 0.0222222222222
14 33 0.0222222222222
1 60 0.0222222222222
57 79 0.037037037037
80 88 0.0625
11 71 0.037037037037
12 79 0.037037037037
36 69 0.0222222222222
5 56 0.0222222222222
61 75 0.0625
30 48 0.0222222222222
51 77 0.0222222222222
17 45 0.0222222222222
42 63 0.037037037037
67 77 0.037037037037
50 62 0.0222222222222
14 40 0.0222222222222
21 58 0.0625
26 55 0.037037037037
46 50 0.0222222222222
12 70 0.037037037037
36 76 0.0222222222222
2 44 0.0222222222222
5 33 0.0222222222222
62 82 0.0222222222222
30 59 0.0222222222222
51 82 0.0222222222222
34 38 0.0222222222222
17 38 0.0222222222222
37 43 0.0222222222222
54 66 0.0625
13 50 0.0222222222222
18 63 0.037037037037
55 70 0.037037037037
14 51 0.0222222222222
1 14 0.0222222222222
58 73 0.0625
2 39 0.0222222222222
5 42 0.0222222222222
30 34 0.0222222222222
17 31 0.0222222222222
6 59 0.0222222222222
30 77 0.0222222222222
13 43 0.0222222222222
1 7 0.0222222222222
58 80 0.0625
26 57 0.037037037037
46 60 0.0222222222222
37 76 0.0222222222222
2 62 0.0222222222222
27 42 0.0222222222222
30 37 0.0222222222222
34 56 0.0222222222222
6 50 0.0222222222222
49 74 0.037037037037
13 36 0.0222222222222
18 49 0.037037037037
55 84 0.037037037037
3 82 0.0222222222222
43 59 0.0222222222222
65 74 0.037037037037
11 18 0.037037037037
54 88 0.0625
51 56 0.0222222222222
5 28 0.0222222222222
27 35 0.0222222222222
30 44 0.0222222222222
34 51 0.0222222222222
55 60 0.0222222222222
49 67 0.037037037037
31 55 0.0222222222222
35 48 0.0222222222222
75 89 0.0625
40 69 0.0222222222222
43 48 0.0222222222222
65 67 0.037037037037
1 17 0.0222222222222
2 48 0.0222222222222
27 56 0.0222222222222
3 51 0.0222222222222
59 62 0.0222222222222
6 44 0.0222222222222
49 68 0.037037037037
31 60 0.0222222222222
40 76 0.0222222222222
65 68 0.037037037037
68 70 0.037037037037
15 52 0.037037037037
19 49 0.037037037037
5 14 0.0222222222222
34 69 0.0222222222222
3 56 0.0222222222222
6 39 0.0222222222222
50 69 0.0222222222222
31 37 0.0222222222222
35 62 0.0222222222222
18 26 0.037037037037
74 79 0.037037037037
75 87 0.0625
40 51 0.0222222222222
43 46 0.0222222222222
8 28 0.0222222222222
7 60 0.0222222222222
11 57 0.037037037037
7 77 0.0222222222222
68 77 0.037037037037
35 86 0.0222222222222
20 31 0.0222222222222
3 33 0.0222222222222
59 76 0.0222222222222
24 90 0.0625
6 30 0.0222222222222
32 42 0.0222222222222
31 34 0.0222222222222
35 39 0.0222222222222
39 51 0.0222222222222
13 39 0.0222222222222
44 62 0.0222222222222
19 63 0.037037037037
2 29 0.0222222222222
0 43 0.0222222222222
20 38 0.0222222222222
3 38 0.0222222222222
59 69 0.0222222222222
60 77 0.0222222222222
25 85 0.037037037037
6 17 0.0222222222222
28 38 0.0222222222222
32 33 0.0222222222222
31 43 0.0222222222222
35 44 0.0222222222222
4 79 0.037037037037
7 50 0.0222222222222
11 55 0.037037037037
54 75 0.0625
39 40 0.0222222222222
47 88 0.0625
19 68 0.037037037037
2 20 0.0222222222222
0 34 0.0222222222222
20 45 0.0222222222222
6 8 0.0222222222222
32 56 0.0222222222222
7 43 0.0222222222222
53 84 0.037037037037
36 60 0.0222222222222
48 55 0.0222222222222
17 86 0.0222222222222
19 77 0.037037037037
20 69 0.0222222222222
42 86 0.0222222222222
27 29 0.0222222222222
35 77 0.0222222222222
3 20 0.0222222222222
38 69 0.0222222222222
8 56 0.0222222222222
7 32 0.0222222222222
63 71 0.037037037037
72 85 0.037037037037
36 59 0.0222222222222
41 48 0.0222222222222
20 76 0.0222222222222
66 75 0.0625
13 27 0.0222222222222
0 48 0.0222222222222
20 51 0.0222222222222
3 29 0.0222222222222
28 51 0.0222222222222
